,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
815187,BV038848493,arm,"Hofrichter, Hartmut",S. Stephanos,,[testi: Hartmut Hofrichter ; Gabriella Uluhogian. Trad.: Tedesco-italiano: Mirella Caffrini ... Istituto di Materie Umanistiche della Facoltà di Architettura del Politechnico di Milano. Ricerca sull'Architettura Armena],Milano,Ed. Ares,1980,"Uluhogian, Gabriella|Caffrini, Mirella",Armenien|Architektur,g|s,BV038743105,Documents of Armenian architecture,,,,,,,,,,,,,Armenien Architektur,1980.0
644108,BV038515754,eng,"Preziosi, Donald",Constru(ct)ing the origins of art,,Donald Preziosi,,,1982,,Kunstbetrachtung,s,,,,,,,,,,,,,,,Kunstbetrachtung,1982.0
314137,BV038049964,ita,"Robotti, Carlo",Iconografia e ruolo dei giudei nella Passione del battistero di Chieri,,,,,1998,,"Juden|Italien|Fantini, Guglielmetto",s|g|p,,,,,,,,,,,,,,,Juden Italien FantiniGuglielmetto,1998.0
842875,BV038927129,ger,,Heimatschutz und Denkmalpflege,,,,,2001,,Denkmalpflege|Schweiz,s|g,,,,,,,,,,,,,,,Denkmalpflege Schweiz,2001.0
623974,BV038484594,rus,"Nemilova, Inna S.",Vnov' priobretennye kartiny Ž. Verne v Ermitaže,,I. Nemilova,,,1968,,"Vernet, Joseph",p,,,,,,,,,,,,,,,VernetJoseph,1968.0
107513,BV036357170,fre,"Payen, Jean Charles",Le roman,,"par Jean Charles Payen, F. N. M. Diekstra et collaborateurs",Turnhout,Brepols,1975,"Diekstra, Franciscus Nicolaas Maria",Roman,s,BV037477207,Typologie des sources du moyen âge occidental,,,,,,,,,,,,,Roman,1975.0
510211,BV038306219,ita,"Pisani, Massimo",Cinque ritratti inediti di Francesco Liani,,Massimo Pisani,,,1995,,"Marigliano|Adelshaus|Karl III. (Spanien, König)",g|s|p,,,,,,,,,,,,,,,Marigliano Adelshaus KarlIII.(SpanienKönig),1995.0
516991,BV038315035,ger,,"Notiz über Neuerwerbungen der Walker Art Gallery, Liverpool",,,,,1953,,"Murillo, Bartolomé Esteban",p,,,,,,,,,,,,,,,MurilloBartoloméEsteban,1953.0
393032,BV038164077,eng,"Knecht, Robert Jean",Les trésors des Médicis,,,,,2000,,Medici (Familie : 13.-18. Jahrhundert)|Kunst,p|s,,,,,,,,,,,,,,,Medici(Familie:13.-18.Jahrhundert) Kunst,2000.0
1180743,BV048444972,ita,"Lombardi, Mauro",Transizione ecologica e universo fisico-cibernetico,,Mauro Lombardi,Firenze,Firenze University Press,2021,,Wirtschaftsentwicklung,s,BV048391013,Studi e saggi,,,,,,,,,,,,,Wirtschaftsentwicklung,2021.0
515669,BV038313150,eng,"Johnson, Ph",Three architects.,,,,,1960,,"Kiesler, Frederick",p,,,,,,,,,,,,,,,KieslerFrederick,1960.0
185475,BV037777848,ita,,Museo dei musei,,,[S.l.],Condirène,1988,,Kunst,s,,,,,,,,,,,,,,,Kunst,1988.0
754279,BV038682041,fre,"Hochner, Nicole",Images et idéologies politiques à l'aube de la Renaissance française,,Nicole Hochner,,,2001,,"Ludwig XII. (Frankreich, König)",p,,,,,,,,,,,,,,,LudwigXII.(FrankreichKönig),2001.0
868331,BV040257454,ita,"Barbiera, Irene",Memorie sepolte,,Irene Barbiera,Roma,Carocci,2012,,Bestattungsritus,s,BV000902510,Studi superiori,,,,,,,,,,,,,Bestattungsritus,2012.0
220724,BV037898472,spa,,Anjou-Sevilla,,catálogo: Concepción Camarero y Cristina Horányi. Comisaría de la Ciudad de Sevilla para 1992 ; Conseil Général de Maine-et-Loire,Sevilla,,1992,"Camarero Bullón, Concepción|Horányi, Cristina",Sevilla|Kultur,g|s,,,,,,,,,,,,,,,Sevilla Kultur,1992.0
29926,BV006472801,ita,"Dorfles, Gillo",Artificio e natura,,Gillo Dorfles,Torino,Einaudi,1968,,Kunst|Italien,s|g,BV036554764,Saggi.,,,,,,,,,,,,,Kunst Italien,1968.0
291281,BV038013452,fre,"Viatte, Françoise",Léonard de Vinci et la sculpture,,,,,2007,,Paragone|Italien|Leonardo (da Vinci),s|g|p,,,,,,,,,,,,,,,Paragone Italien Leonardo(daVinci),2007.0
1013563,BV046066235,eng,,Placenta,,edited by Ahmed R.G.,London,IntechOpen,November 2018,"Ahmed, R.G.",Plazenta,s,,,,,,,,,,,,,,,Plazenta,2018.0
761837,BV038690593,ita,"Franchetti Pardo, Vittorio","[Rezension von:] Cambareri, Marietta; Roca De Amicis, Augusto: Ippolito Scalza : (1532 - 1617). - Perugia : Quattroemme, 2002",,,,,2004,,"Scalza, Ippolito",p,,,,,,,,,,,,,,,ScalzaIppolito,2004.0
520277,BV038319669,eng,,The Great Duke and the Arts. [Editorial],,,,,1973,,"Wellington, Arthur Wellesley of",p,,,,,,,,,,,,,,,WellingtonArthurWellesleyof,1973.0
374876,BV038140153,ger,"Zerrahn, Hans",Der Ring schließt sich nicht,,,,,1999,,"Boltanski, Christian|Wagner, Richard",p|u,,,,,,,,,,,,,,,BoltanskiChristian WagnerRichard,1999.0
378525,BV038144702,ita,"Panzeri, Lidia",Arte contemporanea a Punta della Dogana,,,,,2000,,Venedig|Museum,g|s,,,,,,,,,,,,,,,Venedig Museum,2000.0
1174986,BV048247786,ita,"Guerrieri, Salvatore",La Regia Arciconfraternita Maria SS. Immacolata di Borgia,,Salvatore Guerrieri ; con la collaborazione di Anna Procopio,Lecce,Youcanprint,2022,,Regia Arciconfraternita Maria SS. Immacolata|Geschichte,b|s,,,,,,,,,,,,,,,RegiaArciconfraternitaMariaSS.Immacolata Geschichte,2022.0
500365,BV038295164,ita,"Basile, Mariella",Gli esordi dell'architetto napoletano Giuseppe Astarita e le sue opere in Puglia,,,,,1989,,Apulien|Architektur,g|s,,,,,,,,,,,,,,,Apulien Architektur,1989.0
628064,BV038491140,ger,"Mayr-Oehring, Erika",Zur bildhaften Wirkung der Architektur in der Landschaft,,Erika Oehring,,,1992,,"Ferstel, Heinrich von|Österreich|Architektur",p|g|s,,,,,,,,,,,,,,,FerstelHeinrichvon Österreich Architektur,1992.0
404949,BV038181804,ger,"Ose, Ieva",Die Burgen des Erzbistums Riga,,,,,2001,,Lettland|Burg,g|s,,,,,,,,,,,,,,,Lettland Burg,2001.0
1043358,BV047071745,ita,"Pietrangeli, Carlo",Il Palazzo del Leone Rampante (Palazzo Ruggeri),,Carlo Pietrangeli,,,1970,,Palazzo Ruggeri,g,,,,,,,,,,,,,,,PalazzoRuggeri,1970.0
165074,BV037730050,ger,,Führer durch das Städtische Kunstgewerbemuseum zu Leipzig,,,Leipzig,,1931,,Kunstgewerbe-Museum zu Leipzig,b,,,,,,,,,,,,,,,Kunstgewerbe-MuseumzuLeipzig,1931.0
413840,BV038194206,fre,"Duval, Noël",Le problème des contre-absides dans l'architecture paléochrétienne,,,,,2002,,Apsis,s,,,,,,,,,,,,,,,Apsis,2002.0
622653,BV038482296,fre,"Mussat, André",Le château de Vitré et l'architecture des châteaux Bretons du XIVe au XVIe siècle,,André Mussat,,,1975,,Vitré|Architektur,g|s,,,,,,,,,,,,,,,Vitré Architektur,1975.0
885564,BV040794960,ita,"Leonardi, Mariagrazia",Il progetto della memoria,,[a cura di] Mariagrazia Leonardi,Roma,Gangemi,[2012],,Altstadt,s,,,,,,,,,,,,,,,Altstadt,2012.0
780824,BV038759230,mul,,Bibliotheca Basiliana universalis,,,Turnhout,Brepols,2004,"Fedwick, Paul Jonathan",Basilius (Caesariensis)|Zeitgenossen,p|s,,,,,,,,,,,,,,,Basilius(Caesariensis) Zeitgenossen,2004.0
409797,BV038188901,ita,"Della Casa, Ettore",Artisti aretini ad Orvieto,,,,,2000,,"Dom Orvieto|Plastik|Mochi, Francesco",g|s|p,,,,,,,,,,,,,,,DomOrvieto Plastik MochiFrancesco,2000.0
106631,BV025383124,eng,"Wendorf, Richard",After Sir Joshua,,Richard Wendorf,"New Haven, Conn. [u.a.]",Yale Univ. Press,2005,,"Großbritannien|Kunst|Stubbs, George",g|s|p,BV037480013,Studies in British art,,,,,,,,,,,,,Großbritannien Kunst StubbsGeorge,2005.0
661397,BV038541615,ita,"Bevilacqua, Alessandro",Una controversia settecentesca fra eruditi ravennati,,Alessandro Bevilacqua,,,1973,,Mausoleum der Galla Placidia|Kunstbetrachtung,g|s,,,,,,,,,,,,,,,MausoleumderGallaPlacidia Kunstbetrachtung,1973.0
62007,BV014759804,ita,"Spoto, Salvatore",Sicilia antica,,Salvatore Spoto,Roma,Newton & Compton,2002,,Sizilien|Vor- und Frühgeschichte,g|s,BV000006165,Quest'Italia,,,,,,,,,,,,,Sizilien Vor-undFrühgeschichte,2002.0
1035305,BV046858031,ita,"Christiansen, Keith",Caravaggio e la pittura dal naturale,,Keith Christiansen,,,[2017],,"Caravaggio, Michelangelo Merisi da|Naturalismus",p|s,,,,,,,,,,,,,,,CaravaggioMichelangeloMerisida Naturalismus,2017.0
39117,BV010087272,ger,,Beschreibungskunst - Kunstbeschreibung,,Gottfried Boehm ... (Hrsg.),München,Fink,1995,"Boehm, Gottfried",Ekphrasis,s,,,,,,,,,,,,,,,Ekphrasis,1995.0
641503,BV038511756,eng,"Pons, Bruno",Oppenord and the Granja de San Ildefonso,,Bruno Pons,,,1989,,"Oppenord, Gilles-Marie",p,,,,,,,,,,,,,,,OppenordGilles-Marie,1989.0
728513,BV038647339,ger,"Catoir, Barbara",Salvo,,Barbara Catoir,,,1977,,Salvo,p,,,,,,,,,,,,,,,Salvo,1977.0
231006,BV037919193,ita,"Dal Porto, Alberto","Corinna Clotilde Gaggian Galdiolo, pittrice padovana dimenticata",,,,,2003,,"Gaggian Galdiolo, Corinna",p,,,,,,,,,,,,,,,GaggianGaldioloCorinna,2003.0
514594,BV038311593,ita,,Una mostra di Domenico Fetti. (New York),,,,,1950,,"Fetti, Domenico",p,,,,,,,,,,,,,,,FettiDomenico,1950.0
818651,BV038861802,ger,,Der Passauer Dom des Mittelalters,,Institut für Kulturraumforschung Ostbaierns und der Nachbarregionen ... Michael Hauck ; Herbert W. Wurster (Hg.),Passau,Klinger,2009,"Hauck, Michael|Wurster, Herbert W.",Dom Passau|Liturgie|Katholische Kirche Diözese Passau,g|s|b,BV038746570,Veröffentlichungen des Instituts für Kulturraumforschung Ostbaierns und der Nachbarregionen,,,,,,,,,,,,,DomPassau Liturgie KatholischeKircheDiözesePassau,2009.0
36136,BV008878303,ger,"Peter, Peter",Umbrien,,Peter Peter,München u.a.,Artemis und Winkler,1994,,Umbrien,g,,,,,,,,,,,,,,,Umbrien,1994.0
127656,BV037586032,fre,,Les secrets du laque,,,Paris,<<Les>> Éditions de l'Amateur,1996,"Lorac-Gerbaud, Andrée",Lackarbeit,s,,,,,,,,,,,,,,,Lackarbeit,1996.0
102897,BV024609698,eng,"Fisher, Celia",Flowers in medieval manuscripts,,Celia Fisher,Toronto <<[u.a.]>>,Univ. of Toronto Press,2004,,Niederlande|Buchmalerei,g|s,,,,,,,,,,,,,,,Niederlande Buchmalerei,2004.0
129919,BV037601638,eng,,Medardo Rosso,,"Harvard University Art Museums, Cambridge, Massachusetts. Harry Cooper, Sharon Hecker with contributions by Henry Lie and Derek Pullen",New Haven [u.a.],Yale University Press,2003,"Cooper, Harry|Hecker, Sharon|Lie, Henry|Pullen, Derek","Rosso, Medardo",p,,,,,,,,,,,,,,,RossoMedardo,2003.0
961487,BV043917889,eng,"Coelho, Victor","Instrumentalists and Renaissance culture, 1420-1600",,Victor Coelho and Keith Polk,Cambridge,Cambridge University Press,2016,"Polk, Keith",Europa|Instrumentalmusik,g|s,,,,,,,,,,,,,,,Europa Instrumentalmusik,2016.0
527357,BV038330847,ger,"Eichholz, Armin",Affenliebe zur Malerei,,Armin Eichholz,,,1962,,Ikonographie,s,,,,,,,,,,,,,,,Ikonographie,1962.0
294982,BV038019208,ita,"Lovato, Nicoletta",Reliquiari quattrocenteschi del duomo di Schio,,,,,2002,,Dom Schio|Reliquiar,g|s,,,,,,,,,,,,,,,DomSchio Reliquiar,2002.0
207279,BV037829280,ita,,Le tre stagioni pittoriche di Fausto Zonaro,,Città di San Remo. Assessorato Turismo e Manifestazioni. A cura di Rodolfo Falchi,Poggibonsi <SI>,Lalli,1994,"Falchi, Rodolfo","Zonaro, Fausto|Bildnis",p|s,,,,,,,,,,,,,,,ZonaroFausto Bildnis,1994.0
989690,BV044935903,eng,,Mental illness in children,,special issue editor: Rosemary Sheehan,Basel ; Beijing ; Wuhan ; Barcelona ; Belgrade,MDPI,2018,"Sheehan, Rosemary",Kind,s,,,,,,,,,,,,,,,Kind,2018.0
341289,BV038091536,eng,"Barolsky, Paul",Art history and positivism,,,,,1998,,Rezeptionsforschung,s,,,,,,,,,,,,,,,Rezeptionsforschung,1998.0
948782,BV043537423,ita,,Il corridore dei Papi,,coordinamento editoriale: Luciana Del Buono,[Roma],Segretariato Generale della Presidenza della Repubblica,[2015],"Del Buono, Luciana",Palazzo del Quirinale|Ausstattung,g|s,,,,,,,,,,,,,,,PalazzodelQuirinale Ausstattung,2015.0
889551,BV041075445,ger,"Herz, Reinhard",Georg Baselitz und der Neue Typ,,Reinhard Herz,Frankfurt am Main,PL Acad. Research,2013,,"Baselitz, Georg|Malerei",p|s,,,,,,,,,,,,,,,BaselitzGeorg Malerei,2013.0
655774,BV038533168,ger,"Rohr, Alheidis von",Kaminentwurf von 1533 für die Burg Trausnitz,,Alheidis von Rohr,,,1972,,"Vergilius Maro, Publius",p,,,,,,,,,,,,,,,VergiliusMaroPublius,1972.0
120251,BV038964279,ita,"Bellucci, Mario",Medaglie perugine dal XV al XX secolo,,Mario Bellucci. Deputazione di Storia Patria per l'Umbria,Perugia,Arti Graf. Città di Castello,1971,,Italien|Medaille,g|s,BV000016033,Fonti per la storia dell'Umbria,,,,,,,,,,,,,Italien Medaille,1971.0
967393,BV044236078,ita,"Falcucci, Claudio",La tecnica pittorica di Carlo Maratti,,Claudio Falcucci e Flaminia Franco,,,[2016],"Franco, Flaminia","Maratti, Carlo|Galleria Nazionale d'Arte Antica Rom|Malerei",p|g|s,,,,,,,,,,,,,,,MarattiCarlo GalleriaNazionaled'ArteAnticaRom Malerei,2016.0
563304,BV038385069,ger,"Heine, Hans-Wilhelm",Burgen und Wehrbau zur Zeit Bernwards unter besonderer Berücksichtigung des Bistums Hildesheim,,Hans-Wilhelm Heine,,,1993,,Deutschland|Architektur,g|s,,,,,,,,,,,,,,,Deutschland Architektur,1993.0
945913,BV043439301,ita,"Blattmann D'Amelj, Ida",Oltra Laterza,,Ida Blattmann D'Amelj - Brizia Minerva,,,[2015],"Minerva, Brizia",Palazzo Marchesale|Keramik,g|s,,,,,,,,,,,,,,,PalazzoMarchesale Keramik,2015.0
326415,BV038069293,ita,"Mazzi, Maria Cecilia",Jean-Auguste Dominique Ingres,,,,,1990,,"Ingres, Jean-Auguste-Dominique|Rezeption|Frankreich",p|s|g,,,,,,,,,,,,,,,IngresJean-Auguste-Dominique Rezeption Frankreich,1990.0
288205,BV038008413,ita,"Marchioni, Nadia",Il lavoro e i suoi simboli all'alba del Novecento nella cultura figurativa romana,,,,,2007,,Italien|Arbeitswelt,g|s,,,,,,,,,,,,,,,Italien Arbeitswelt,2007.0
1174318,BV048232585,spa,,Retos COVID-19,,"Moratal Pérez, David (coordinación)",Valencia,Universitat Politècnica de València Editorial,2022,"Moratal Pérez, David",COVID-19,s,,,,,,,,,,,,,,,COVID-19,2022.0
897329,BV041425466,ita,"Taloni, Maria",Le tombe da riserva del Truglio al Museo Pigorini di Roma,,Maria Taloni,Roma,Officina Ed.,2013,,Marino|Grab|Museo Preistorico-Etnografico Luigi Pigorini,g|s|b,BV036800981,Officina Etruscologia,,,,,,,,,,,,,Marino Grab MuseoPreistorico-EtnograficoLuigiPigorini,2013.0
131818,BV037612327,ita,,I Santi Faustino e Giovita Patroni della terra bresciana,,Parrocchia dei Santi Faustino e Giovita. Testi di Don Armando Nolli ...,Brescia,Delfo,2003,"Nolli, Armando","Santi Faustino e Giovita|Kunst|Faustinus (Heiliger, 2. Jh.)",g|s|p,,,,,,,,,,,,,,,SantiFaustinoeGiovita Kunst Faustinus(Heiliger2.Jh.),2003.0
110709,BV036615649,ita,,Tra ecdotica e comparatistica,,a cura di Maria Luisa Meneghetti,Firenze,Ed. del Galluzzo [u.a.],2009,"Meneghetti, Maria Luisa",Romanistik,s,BV013969159,Archivio romanzo,,,,,,,,,,,,,Romanistik,2009.0
343593,BV038094686,ger,"Rudolf, Karl",Grazer und Madrider Hof um 1600,,,,,2009,,Graz|Höfische Kunst,g|s,,,,,,,,,,,,,,,Graz HöfischeKunst,2009.0
227694,BV037910493,ita,"Pomodoro, Giovanni",Geometria Prattica Tratta Dagl'Elementi d'Euclide et altri Auttori,,Da Giouanni Pomo doro Venetiano Mathematico eccellentißimo descritta et Dichiarata da Giouanni Scala Mathematico. Nella quale si uede in 50 Tauole di Rame scolpito tutto quello che ad un buon Giometra s'appartiene di sapere et porre in uso ...,Roma,Paulini,1599,"Scala, Giovanni",Kunst,s,,,,,,,,,,,,,,,Kunst,1599.0
213086,BV037848038,ger,"Bohatta, Hanns",Liturgische Bibliographie des XV. Jahrhunderts mit Ausnahme der Missale und Livres d'heures,,Hanns Bohatta,Hildesheim,Olms,1961,,Inkunabel,s,,,,,,,,,,,,,,,Inkunabel,1961.0
519042,BV038317933,ita,,Richard Wilson e lo sviluppo dell'arte paesistica,,,,,1953,,"Wilson, Richard",p,,,,,,,,,,,,,,,WilsonRichard,1953.0
120534,BV038964839,eng,"Diringer, David","The illuminated book, its history and production",,,London,Faber & Faber,1958,,Buchmalerei,s,,,,,,,,,,,,,,,Buchmalerei,1958.0
530960,BV038336442,eng,"Fahy, Everett",Second thoughts about the Artaud de Montor madonna,,Everett Fahy,,,1971,,Toskana|Malerei,g|s,,,,,,,,,,,,,,,Toskana Malerei,1971.0
353359,BV038109524,ger,"Hojer, Annette","Begrifflichkeit, Konzepte, Definitionen",,,,,2010,,"Bellori, Giovanni Pietro|Vita",u|s,,,,,,,,,,,,,,,BelloriGiovanniPietro Vita,2010.0
999521,BV045262853,eng,"Fredericks, Rosalind",Garbage citizenship,,Rosalind Fredericks,Durham ; London,Duke University Press,2018,,Dakar|Abfallwirtschaft,g|s,,,,,,,,,,,,,,,Dakar Abfallwirtschaft,2018.0
257774,BV037959512,eng,"Tsarevskaia, Tatiana",Dramaturgy of lighting and wall-paintings in the sacred space of St Theodore Stratelates church in Novgorod,,Tatiana Tsarevskaya,,,2004,,Weliki Nowgorod|Sakralbau,g|s,,,,,,,,,,,,,,,WelikiNowgorod Sakralbau,2004.0
315188,BV038051801,ger,"Papenbrock, Martin",Das Nordfenster des Kölner Doms,,,,,1992,,"Rheinland|Glasmalerei|Domschatzkammer Köln|Campendonk, Heinrich",g|s|b|p,,,,,,,,,,,,,,,Rheinland Glasmalerei DomschatzkammerKöln CampendonkHeinrich,1992.0
508774,BV038304597,eng,"Shearman, John K. G.",Giulio Romano and the tomb of Duke and Duchess of Sessa,,,,,1994,,"Federico II. (Mantua, Herzog)",p,,,,,,,,,,,,,,,FedericoII.(MantuaHerzog),1994.0
749373,BV038677105,spa,"García López, David",Visualización pictórica en la utopía,,David García López,,,1999,,"Malerei|Campanella, Tommaso",s|u,,,,,,,,,,,,,,,Malerei CampanellaTommaso,1999.0
908132,BV041782128,ita,,Antico e moderno,,Fondazione Cassa di Risparmio in Bologna ... A cura di Angelo Mazza,Bologna,Bononia University Press,2014,"Mazza, Angelo",Fondazione Cassa di Risparmio in Bologna|Neuerwerbung|Bologna,b|s|g,,,,,,,,,,,,,,,FondazioneCassadiRisparmioinBologna Neuerwerbung Bologna,2014.0
745028,BV038672664,fre,"Dittmar, Peter",Steinlen et le jeune Picasso,,Peter Dittmar,,,1985,,"Picasso, Pablo",p,,,,,,,,,,,,,,,PicassoPablo,1985.0
321938,BV038062738,fre,"Torlotti, Francesco",Le absidi di San Silvestro a Roma e di San Nazaro a Milano,,,,,1973,,San Nazaro Maggiore,g,,,,,,,,,,,,,,,SanNazaroMaggiore,1973.0
1004305,BV045440004,eng,"Dierksmeier, Claus",Qualitative Freedom - Autonomy in Cosmopolitan Responsibility,,Claus Dierksmeier,Cham,Springer,2019,,Philosophie,s,,,,,,,,,,,,,,,Philosophie,2019.0
126058,BV037573402,ita,,Porte Sante,,"Comune di Firenze ; Centro Libero Andreotti, Pescia. A cura di Gigi Salvagnini. Testi di Mauro Cozzi ...",Firenze,Opus Libri,2001,"Salvagnini, Gigi|Cozzi, Mauro",Toskana|Friedhof,g|s,,,,,,,,,,,,,,,Toskana Friedhof,2001.0
227634,BV037910265,ger,,Architekturführer Münster,,von Sylvaine Hänsel und Stefan Rethfeld. Übers. und zsgef. von Lucinda Rennison,Berlin,Reimer,2008,"Hänsel, Sylvaine|Rethfeld, Stefan",Münster (Westf)|Architektur,g|s,,,,,,,,,,,,,,,Münster(Westf) Architektur,2008.0
292671,BV038015695,ita,"Nobile, Marco Rosario",Primitivo splendore ... presunto,,,,,2007,,San Giorgio|Restaurierung,g|s,,,,,,,,,,,,,,,SanGiorgio Restaurierung,2007.0
599092,BV038446439,ita,"Liverani, Francesco",Una maiolica dell'Avelli e le sue fonti iconografiche,,Francesco Liverani,,,1980,,"Xanto Avelli, Francesco|Ikonographie",p|s,,,,,,,,,,,,,,,XantoAvelliFrancesco Ikonographie,1980.0
1017606,BV046245408,ita,"Petracco, Giorgio",La Riviera di Ponente bizantina nella Descriptio Orbis Romani di Giorgio Ciprio,,Giorgio Petracco,,,[2018],,Georgios (von Kypros),p,,,,,,,,,,,,,,,Georgios(vonKypros),2018.0
736278,BV038659200,eng,"Cormack, Malcolm",A selective promenade,,Malcolm Cormack,,,1977,,Yale University Art Gallery,b,,,,,,,,,,,,,,,YaleUniversityArtGallery,1977.0
656298,BV038533867,fre,"Romare, Kristian",Louisiana,,Kristian Romare,,,1959,,Louisiana Museum of Modern Art,b,,,,,,,,,,,,,,,LouisianaMuseumofModernArt,1959.0
240961,BV037934719,eng,"Serebrennikov, Nina Eugenia",Imitating nature,,,,,1997,,"Naturnachahmung|Bruegel, Pieter (de Oudere)",s|p,,,,,,,,,,,,,,,Naturnachahmung BruegelPieter(deOudere),1997.0
553843,BV038370520,ger,"Griessmaier, Viktor",Nikolaus von Verdun,,Viktor Griessmaier,,,1972,,Nikolaus (von Verdun),p,,,,,,,,,,,,,,,Nikolaus(vonVerdun),1972.0
623612,BV038484063,ita,"Negri, Danilo",Giovanni Poleni (Venezia 1683 - Padova 1761) e la fabbrica del Santo,,Danilo Negri,,,1986,,Il Santo,g,,,,,,,,,,,,,,,IlSanto,1986.0
587853,BV038427265,ita,"Krier, Léon",Una semplice architettura di strade e piazze,,Leon Krier e Rita Wolff,,,1978,"Wolff, Rita","Krier, Léon",p,,,,,,,,,,,,,,,KrierLéon,1978.0
137648,BV037648338,ita,,Artisti bolognesi,,"Comune di Torino, Assessorato alla Cultura. Testo di Paride Chiapatti",Torino,,1977,"Carretti, Gigliola",Bologna|Malerei,g|s,,,,,,,,,,,,,,,Bologna Malerei,1977.0
736853,BV038660187,eng,"Courtenay, Lynn T.",The Westminster Hall roof,,L. T. Courtenay,,,1987,,Westminster Hall|Konstruktionselement,g|s,,,,,,,,,,,,,,,WestminsterHall Konstruktionselement,1987.0
1076720,BV047714102,ger,"Hagelberg, Lilli",Hofmannsthal und die Antike,,von Lilli Hagelberg,,,1924,,"Antike|Hofmannsthal, Hugo August Peter von",s|p,,,,,,,,,,,,,,,Antike HofmannsthalHugoAugustPetervon,1924.0
141426,BV037663942,ita,,V Biennale d'Arte del Metallo,,,Gubbio,,1969,,Italien|Bildguss,g|s,,,,,,,,,,,,,,,Italien Bildguss,1969.0
128601,BV037591600,eng,"O'Toole, Jodi Lynn",Andrea Pozzo,,Josi L. O'Toole,,,1999,,"Pozzo, Andrea",p,,,,,,,,,,,,,,,PozzoAndrea,1999.0
766057,BV038696102,eng,"Ekserdjian, David","[Rezension von:] Newcome-Schleier, Mary: Genoese drawings : (Italian drawings in the Department of Prints and Drawings, Statens Museum for Kunst). - Copenhagen : Statens Museum for Kunst, 2004 // Czére, Andrea: 17th century Italian drawings in the Budapest Museum of Fine Arts : a complete catalogue. - Budapest : Szépmüvészeti Muzéum, 2004",,,,,2006,,Italien|Zeichnung,g|s,,,,,,,,,,,,,,,Italien Zeichnung,2006.0
999854,BV045275484,eng,,"Art, theory and practice in the Anthropocene",,edited by Julie Reiss,"Wilmington, Delaware",Vernon Press,[2019],"Reiss, Julie H.",Kunst,s,,,,,,,,,,,,,,,Kunst,2019.0
663087,BV038544021,eng,"Krikor Sanjian, Avedis",Two contemporary armenian elegies on the fall of Constantinople 1453,,Avedis K. Sanjian,,,1970,,Geschichte|Konstantinopel,s|g,,,,,,,,,,,,,,,Geschichte Konstantinopel,1970.0
515521,BV038312939,ita,"Blunt, Anthony",Palladio e l'architettura francese,,,,,1960,,"Houdin, Léonor",p,,,,,,,,,,,,,,,HoudinLéonor,1960.0
311127,BV038045248,ita,"Voltini, Giorgio",L'architettura,,,,,2007,,Lombardei|Kunst,g|s,,,,,,,,,,,,,,,Lombardei Kunst,2007.0
304396,BV038034100,ita,"Poli, Gianna",Il Caffé del duomo di Padova e la sua decorazione pittorica nel primo Ottocento,,,,,2007,,"Römisches Reich|Geschichte|Borsato, Giuseppe",g|s|p,,,,,,,,,,,,,,,RömischesReich Geschichte BorsatoGiuseppe,2007.0
956692,BV043793328,ita,"Scardozzi, Mirella",Per la storia dello sviluppo balneare della costa livornese e maremmana,,Mirella Scardozzi,,,2011,,Maremmen|Küste,g|s,,,,,,,,,,,,,,,Maremmen Küste,2011.0
