,id,lang,title,year,embedding_x,embedding_y,cluster
5704,BV001343349,ita,Il Ghetto sulla laguna,1987,59,-479,-1
5705,BV001343561,ita,"Storia, arte e latino nella bronzea porta di Castel Nuovo a Napoli",1985,340,-124,192
5706,BV001343960,ger,Architektur und Design,1971,-285,-128,62
5707,BV001347980,ita,Antichità Casali,1989,251,-355,-1
5708,BV001348073,eng,The Department of Prints and Drawings in the British Museum,1987,259,-272,-1
5710,BV001348570,ger,Deutsche Kunstbibliotheken,1975,-195,-457,-1
5711,BV001348593,ger,Der Dom in Bamberg,1979,-251,-120,64
5712,BV001348801,eng,The Byzantine eye,1989,-187,185,11
5713,BV001349576,ita,Puglia e Basilicata tra medioevo ed età moderna,1988,170,306,-1
5722,BV001352561,ita,Vita Del Graziosissimo Pittore Francesco Mazzola Detto Il Parmigianino,M.DCC.LXXXIV.,174,-105,114
5724,BV001353822,ita,Vescovi di Fiesole di Volterra e d'Arezzo,1637,140,-45,103
5728,BV001355946,ita,L' ordine dorico ossia il Tempio d'Ercole nella città di Cori,MDCCLXXXV,332,-321,134
5730,BV001356492,fre,"Analyse Géographique De L'Italie, Dédiée A Monseigneur Le Duc D'Orleans, Premier Prince Du Sang",MDCCXLIV.,468,313,52
5732,BV001356810,fre,Traité Des Couleurs Pour La Peinture En Émail Et Sur La Porcelaine,1765,340,-321,134
5733,BV001356970,ger,Anleitung wie man die Bildnüsse berühmter und gelehrter Männer mit Nutzen sammlen und denen dagegen gemachten Einwendungen gründlich begegnen soll,Anno 1728,-246,86,40
5734,BV001357124,ita,La historia universale de suoi tempi,1561,332,49,68
5736,BV001357733,ita,Orlando furioso,1549,242,-188,136
5737,BV001359316,ita,"Le Pitture Di Bologna Che nella pretesa, e rimostrata sin'ora da altri maggiore antichità, e impareggiabile eccellenza nella Pittura, con manifesta evidenza di fatto, rendono Il Passeggiere Disingannato, ed Instrutto",MDCCLV.,-434,-11,-1
5741,BV001361976,ita,Le glorie maestose del Santuario di Loreto,1673,204,283,-1
5742,BV001361982,ita,Le glorie maestose del Santuario di Loreto,1700,25,-275,74
5743,BV001361985,lat,De Sanctuario Lauretano Almae Virginis Domo Relatio,1675,-76,79,86
5748,BV001362497,ita,Saggio sopra il bello di proporzione in Architettura,1806,-259,-136,-1
5750,BV001363091,ita,"Compendio delle croniche della città di Como raccolto da diversi auttori, diviso in tre parti ...",1619,225,-234,141
5751,BV001363573,lat,Martyrologium Romanum,1597,114,460,4
5753,BV001365665,lat,De Guido Ubaldo Feretrio deg. Elisabeta Gonzagia Urbini ducibus,1548,387,-188,182
5754,BV001366015,ita,"Relatione Del Viaggio Fatto à Constantinopoli, e ritorno in Germania, Dell'Ill.mo Sig. Conte Alberto Caprara Gentilhuomo della Camera Dell'Imperatore E da esso mandato come Internuntio Straordinario, e Plenipotentiario per trattare la continuatione della Tregua",[nach 1682],140,128,81
5760,BV001369348,ger,"Historische Beschreibung der vom Anton Maulbertsch k. k. Kammermahler ... am Bibliotheksgewölbe der königlichen Prämonstratenserordens-Kanonie, am Berge Sion zu Prag, im Jahre 1794, in einem zusammenhangenden Platfond in Fresko dargestellten Kalkmahlerei",1797,80,113,76
5764,BV001372486,ita,"Historia della vita di Carlo V, duca di Lorena e di Bar",1699,153,-102,114
5771,BV001375646,ita,Istoria Della Vita Di Bianca Teresa Massei Buonvisi,MDCCXVI.,434,-207,-1
5772,BV001375722,fre,Lythologie Sicilienne Ou Connaissance De La Nature Des Pierres De La Sicile Suivie D'Un Discours Sur La Calcara De Palerme,MDCCLXXVIII.,-255,18,-1
5773,BV001375860,fre,Les entretiens d'Ariste et d'Eugène,1671,276,-90,171
5776,BV001376946,ita,Manuale D'Architettura di Giovanni Branca,1772,332,-64,-1
5779,BV001379275,ita,Asisi città serafica e santuarii che la decorano,1824,-285,302,-1
5785,BV001381107,eng,Travels In Nubia,1819.,29,-15,-1
5786,BV001381617,ita,Istoria della città di Viterbo,1742,191,302,26
5790,BV001382983,ita,"Cremona, fedelissima città et nobilissima colonia de' Romani",1645,38,-226,82
5791,BV001383072,ita,Sagrestia Vaticana eretta dal regnante Pontefice Pio VI,1784,-123,-204,-1
5794,BV001383936,eng,Europa oggi,1988,-302,294,31
5795,BV001384408,ger,Die Hochschulbibliothek,1978,-131,-453,-1
5796,BV001384748,ita,Il Sepolcro degli Scipioni a Roma,1988,-195,-260,71
5797,BV001384805,ger,Wallfahrtskirche Vilgertshofen,1989,238,-230,135
5798,BV001384941,eng,Adventus Domini,1989,374,-207,172
5799,BV001385248,ita,La chiesa e il convento di San Marco a Milano,1987,149,-60,-1
5800,BV001385256,eng,The classical pastoral in the visual arts,1989,29,-105,100
5802,BV001385987,ita,Storia Della Regione Abbruciata In Campagna Felice,MDCCLXXXVII.,400,336,58
5805,BV001386589,ita,Memorie istoriche della chiesa e convento di S. Maria in Araceli di Roma,1736,191,-340,-1
5806,BV001387072,fre,"Les Argonautes Selon Pindare, Orphée Et Apollonius De Rhodes",1799,251,-324,128
5808,BV001387207,eng,The Villas of the Ancients illustrated,1728,442,79,37
5814,BV001388727,fre,Les raisons des forces mouvantes,1624,374,-275,194
5817,BV001389149,lat,Historiarvm Coenobii D. Ivstinae Patavinae Libri Sex,1606,276,-324,-1
5820,BV001391868,ita,Compendio Delle Heroiche Et Gloriose Attioni Et Santa Vita di Papa Greg. XIII.,1596,119,472,4
5823,BV001396605,ita,"La Republica, e i magistrati di Vinegia",1548,42,-494,14
5826,BV001399393,ita,L' Istoria della Chiesa di S. Giovanni avanti Porta Latina,1716,157,-83,-1
5831,BV001403950,ita,Nuova guida per la città di Torino,1781,-344,279,-1
5835,BV001406994,ita,Delle Cose notabili che sono in Venetia,1561,34,-472,-1
5836,BV001406999,ita,Le cose maravigliose et notabili della citta di Venetia,1612,-340,245,-1
5839,BV001407214,fre,"Mémoire Sur Les Iles Ponces, Et Catalogue Raisonné Des Produits De L'Etna; Pour servir à l'Histoire Des Volcans",1788.,323,-238,185
5844,BV001408890,fre,Discovrs De La Religion Des Anciens Romains,M.D.LVI.,447,60,37
5845,BV001409517,fre,Partie graphique des cours d'architecture faits à l'Ecole Royale Polytechnique depuis sa réorganisation,1821,-268,-75,63
5847,BV001414696,ita,Catalogo delle pitture che si conservano nelle chiese di Pesaro,1975,-434,34,-1
5848,BV001414699,eng,Angels in stone,[1996],-455,-302,7
5849,BV001414874,ita,Santi monaci e santi eremiti,1988,-114,-294,-1
5852,BV001419804,ita,Funzioni sacre e feste fatte dalla città di Padova per l'esaltazione al sommo pontificato del' ... Cardinale Carlo Rezzonico suo vescovo che prese il nome di Clemente XIII.,1758,127,464,4
5853,BV001419821,lat,"Josephi Alexandri Furietti Utriusque Signaturae Referendarii, Sacrarum Congr. Concilii, & Residentiae Episcoporum A Secretis De Musivis Ad SS. Patrem Benedictum XIV. Pontificem Maximum",1752,106,-143,-1
5855,BV001421690,fre,Les moeurs des Israelites,1683,140,-332,-1
5858,BV001422802,ita,Memorie per servire alla storia della vita del Cardinale Domenico Passionei Segretario de Brevi ...,1762,387,-113,177
5860,BV001423429,ita,Memorie Ecclesiastiche Appartenenti All'Istoria E Al Culto Della B. Chiara Di Rimini,MDCCLV.,455,355,61
5862,BV001424814,ita,Vita di Jacopo Durandi ...,1817,234,-234,135
5864,BV001425795,ita,Gli ordini di cavalcare,1550,166,-347,-1
5868,BV001429087,ger,Philipp Hackert,1811,161,-117,-1
5869,BV001430761,lat,Gradus Taurinensis,MDCCLXXIV.,-12,22,91
5874,BV001435579,lat,Heronis Mechanici Liber De Machinis Bellicis Necnon Liber De Geodaesia,1572,285,-188,145
5877,BV001438449,ita,Historie,1550,327,45,68
5878,BV001438748,eng,"The Ruins of Pæstum, Otherwise Posidonia In Magna Græcia",MDCCLXVIII.,229,-41,-1
5890,BV001450198,ger,Der Fuciner See,1839,285,-120,169
5892,BV001451216,ita,Istoria del Decamerone di Giovanni Boccaccio,1742,-183,-90,-1
5893,BV001451224,ita,Vita di Aldo Pio Manuzio insigne restauratore delle lettere greche e latine in Venezia,1759,302,-204,144
5895,BV001451457,ger,Geschichte des Ost-Gothischen Reiches in Italien,1824,472,302,60
5896,BV001452216,ita,"Roma Ricercata nel suo sito, e nella scuola di tutti gli Antiquarij",1644,-212,-215,-1
5897,BV001452226,ita,Roma Ricercata Nel Svo Sito,1699,-212,-275,72
5899,BV001452880,ita,"Descrizione Dell'Entrata Della sereniß. Reina Giouanna d'Austria Et dell'Apparato, fatto in Firenze nella venuta, & per le felicissime nozze di S. Altezza Et del'Illustrissimo, & Exellentiss. S. Don Francesco De Medici, Prencipe di Fiorenza, & di Siena",1566,-353,-219,6
5900,BV001454320,ita,"Eleganze, Insieme Con La Copia, Della Lingva Toscana E Latina",M.D.LVIII.,370,-264,194
5901,BV001454441,ger,Reise nach Italien im Frühjahr 1835,1835,417,343,59
5903,BV001458155,ger,"Gründliche Nachricht vom Conclave, oder Neueste Historie des Römischen Hofes",1721,-29,-143,-1
5904,BV001458949,ita,Ne funerali in morte del Cattolico Monarca Carlo III.,1789,-306,238,-1
5905,BV001458958,ita,Le Storie della città di Firenze,1584,319,60,68
5907,BV001459719,lat,D. Felicis Nerinii Abbatis Hieronymiani De templo et coenobio sanctorum Bonifacii et Alexii historica monumenta,1752,102,-11,-1
5908,BV001461245,fre,Description de l'Arabie,1774,-212,-109,-1
5914,BV001465576,lat,Joannis Henrici a Pflaumern IC. Mercurius Italicus,1625,-195,-268,72
5917,BV001466968,eng,Le origini di Padova,1625,200,317,-1
5919,BV001467181,ita,Elogio del Marchese Scipione Maffei,1784,195,-147,164
5920,BV001467650,ita,Uccelliera,1684,178,-71,158
5922,BV001469069,ita,"Nuova Guida De' Forastieri, Per l'Antichità Curiosissime Di Pozzuoli",MDCCXV.,208,-279,147
5923,BV001470053,fre,Introduction à l'histoire par la connoissance des medailles,1665,353,-332,-1
5925,BV001470087,ita,Divina proportione,1509,255,-238,142
5928,BV001474846,ger,"Roma Gloriosa, Oder Das Glorwürdige Rom In seinen Zweyhundert Vier und Viertzig Päbsten","Im Jahr Christi, MDCCII.",144,479,4
5933,BV001476240,ita,Della felicità di Padova di Angelo Portenari,1623,242,-7,-1
5936,BV001477332,ger,Abgebildetes Neues Romm,1662,-212,-253,-1
5942,BV001478225,ita,"Il Mercurio errante delle grandezze di Roma, tanto antiche, che moderne",1725,-153,-253,-1
5947,BV001482159,ger,Carl Ludwig Fernow's Leben,1810,114,-249,-1
5948,BV001484645,lat,De priscorum Christianorum synaxibus extra aedes sacras commentarius,1770,255,-245,142
5951,BV001485685,ita,"Storie fiorentine di Messer Bernardo Segni, gentiluomo fiorentino, dall'anno MDXXVII. al MDLV.",1723,327,52,68
5953,BV001486552,fre,Histoire de la révolution grecque,MDCCCXXIX,-85,-185,-1
5954,BV001486914,fre,Recherches Curieuses D'Antiquité,M.DC.LXXXIII.,127,-56,-1
5958,BV001488529,ita,"Forestiere Illuminato Intorno Le Cose Più Rare, E Curiose, Antiche, E Moderne Della Città Di Venezia, E Dell'Isole Circonvicine",MDCCXL.,-302,249,-1
5960,BV001489087,ita,Delle Antichità Della Città Di Roma,MDLIII.,-178,-222,-1
5963,BV001489405,ita,Trattato Nvovo Delle Cose Maravigliose Dell'Alma Città Di Roma,MDCXV.,-166,-234,70
5965,BV001490302,fre,"Architecture Toscane, Ou Palais, Maisons, Et Autres Édifices De La Toscane",1815,-276,-136,62
5969,BV001491469,eng,Waldensian researches during a second visit to the Vaudois of Piemont,1831.,357,-86,173
5970,BV001491526,ita,Saggio Di Litologia Vesuviana,MDCCXC.,114,-309,-1
5971,BV001491619,ita,"Commentario delle cose di Ferrara, et de' Principi da Este",[ca. 1556],-80,-75,93
5973,BV001492206,eng,"Travels In The South Of Spain, In Letters Written A.D. 1809 and 1810.",1811.,-93,49,87
5974,BV001492330,ita,Discorso della città di Foligno,1646,212,306,25
5975,BV001495817,lat,Pia Desideria,1629,378,75,57
5978,BV001500142,ger,Tagbuch der Reisen,1783.,310,-68,-1
5979,BV001500723,ita,Memorie istoriche dell'antico Tuscolo oggi Frascati,1711,-200,52,-1
5980,BV001501194,ita,Le Antichità de la Città di Roma,1558,-221,-275,-1
5981,BV001501195,ita,Le Antichità Della Città Di Roma,1562,-187,-253,71
5982,BV001501391,ita,"Della Imitazione Pittorica, della Eccellenza delle Opere di Tiziano e della Vita di Tiziano scritta da Stefano Ticozzi libri tre",1818,-187,253,-1
5985,BV001503836,fre,La Vie de Pierre Mignard,1730,361,-158,183
5987,BV001504266,ger,Über Rafael Sanzio's Verklärung,1822,-85,-41,92
5992,BV001504647,ita,Guida per la città di Padova,1817,-391,245,21
5998,BV001509772,ger,Ein Beitrag zum Leben Michel Angelo Buonaroti's,1834,59,49,90
5999,BV001510012,lat,"Catalogus scriptorum Florentinorum omnis generis, quorum et memoria extat, ...",1589,-353,-211,6
6001,BV001510459,frm,"Discovrs Historial De L'Antiqve Et Illvstre Cité De Nismes, En la Gaule Narbonoise",1560,174,-37,-1
6004,BV001511385,ita,Guida di Ravenna,1835,187,313,-1
6007,BV001511587,ita,Osservazioni Archeologiche Di G.A. Riccy Sopra Un Antico Mausoleo Consolare Incavato Nel Monte Albano Presso Il Convento Di Palazzola,1828,195,-132,164
6011,BV001513561,lat,In Perantiquam Sacram Tabulam Graecam Insigni Sodalitio Sanctae Mariae Caritatis Venetiarum Ab Amplissimo Cardinali Bessarione Dono Datam Dissertatio,1767,217,-294,-1
6013,BV001515868,ita,"Breve notizia delle monete pontificie antiche, e moderne sino alle ultime dell'anno XV. del regnante Pontefice Clemente XI",1715,136,472,4
6014,BV001516340,ita,Il Sepolcro di Winckelmann in Trieste,1823,-251,279,-1
6020,BV001518521,lat,Statuti Dell'Ordine De Cavalieri Di Sto. Stefano,1746,374,-230,180
6021,BV001519967,ita,Roma antica e moderna,1668,-46,-173,85
6022,BV001519969,ita,Roma antica e moderna,1678,-195,-238,-1
6024,BV001520984,ita,Viaggio in Siria e nella Terra Santa,1833.,102,94,-1
6027,BV001522664,ita,Della Natura De' Fiumi,MDCCXXXIX,408,-170,-1
6028,BV001522693,ita,La historia d'Italia,1583,451,290,50
6029,BV001523389,lat,"Lilii Gregorii Gyraldi Ferrariensis, De Re nautica libellus, admiranda quadam & recondita eruditione refertus, nunc primum & natus & æditus",M.D.XL.,208,-120,164
6030,BV001523707,ita,L' Idea del perfetto pittore,1772,353,-143,192
6031,BV001524198,ger,"Nachweisungen für Reisende in Italien, in Bezug auf Oertlichkeit, Alterthümer, Kunst und Wissenschaft",1821.,451,306,52
6032,BV001527594,eng,"Travels in Ethiopia, above the second cataract of the Nile",1835.,-353,241,-1
6034,BV001528964,ita,"Informazione Alli Forestieri Delle cose più notabili Della Città, E Stato Di Bologna",[1773.],-319,249,-1
6035,BV001530098,ita,Le Vite de i dodici visconti prencipi di Milano,1549,157,-287,107
6037,BV001530112,lat,Elogia veris clarorum virorum imaginibus apposita,1546,119,479,4
6044,BV001535322,ita,Descrittione del regno di Napoli,1601,-183,-98,-1
6049,BV001536702,ita,Della historia di Corfu,1672,170,268,-1
6053,BV001538305,fre,Essai Sur L'Organisation Externe Et Interne Des Insectes,1808.,263,-94,-1
6055,BV001539040,ger,Theatik,1807.,-336,279,-1
6059,BV001539427,lat,Antiqvitates Almae Vrbis Romæ,1618,-191,-234,70
6061,BV001539566,ita,La Rettorica delle Puttane,1673,161,-275,115
6062,BV001539575,ita,I Trionfi dell'architettura nella sontuosa residenza di Monaco,1667,63,-37,-1
6064,BV001539924,fre,"Les Lettres De François Rabelais Escrites Pendant Son Voyage D'Italie, Nouvellement mises en lumiere",M.D.CC.X.,-204,18,-1
6065,BV001540370,ita,Delle Caccie Di Evgenio Raimondi Bresciano Libri Qvattro,M.DC.XXVI.,327,-309,167
6066,BV001540744,ita,"Il viaggio di Giovan Leone e le navigazioni di Alvise da Ca da Mosto, di Pietro di Cintra, di Annone, di un piloto portoghese e di Vasco di Gama",1837,340,-215,-1
6067,BV001540876,und,"Peintures antiques inédites précedées de recherches sur l'emploi de la peinture dans la décoration des édifices sacrés et publics, chez les Grecs et chez les Romains",1836,-404,30,-1
6071,BV001543386,fre,"De la poésie chrétienne dans son principe, dans sa matière et dans ses formes",1836,-404,37,-1
6072,BV001543415,ita,"Nova Iconologia Di Cesare Ripa Pervgino Caualier de SS. Mauritio, & Lazzaro",1618.,42,-139,-1
6073,BV001543416,ita,Iconologia,1669,153,-306,107
6074,BV001543534,ita,Ristretto Delle Cose Più Notabili Della Città Di Firenze,1698,-298,336,-1
6075,BV001543579,ita,Ritratto di Roma antica,1689,234,-90,-1
6076,BV001543583,ita,Il Ritratto Di Venezia,1684,63,-498,15
6079,BV001545860,lat,De Sepulcro Benedicti IX. Pontificis Maximi In Templo Monasterii Cryptae-Ferratae detecto Diatriba,1747,123,460,4
6081,BV001546655,ita,"Lettera, Nella Quale vengono espressi colle figure in rame, e dilucidati colle Annotazioni, Dal P.D. Giangrisostomo Scarfò Dottor Teologo Basiliano, varj antichi Monumenti",MDCCXXXIX.,-131,-15,-1
6082,BV001548561,ita,Sulla Cappellina degli Scrovegni nell'Arena di Padova e sui freschi di Giotto in essa dipinti,1836,221,-79,-1
6090,BV001553102,ita,Memorie storiche di Colorno,1800,187,283,26
6092,BV001553335,ita,Testimonianze E Confronti Sul Tempio Di Marte In Todi,1818.,234,-60,-1
6094,BV001553590,lat,De secretis mulierum,1669,298,-86,-1
6095,BV001553622,eng,Picturesque views of the antiquities of Pola in Istria,1819,123,-52,-1
6102,BV001554563,ita,Stanze dell'Abate Angelucci con documenti e note a illustrazione della città e degli uomini celebri di Arezzo,1816,413,-287,-1
6103,BV001554686,ita,Delle Basiliche antiche e specialmente di quella di Vicenza del celebre Andrea Palladio,1769,12,-355,-1
6104,BV001555100,ger,Anleitung zur Beurtheilung der Kunstwerke der Malerei für Kunstliebhaber,1804.,157,7,-1
6141,BV020754685,ita,Storia degli scavi di Roma e notizie intorno le collezioni romane di antichità,1907,114,476,4
6142,BV020754686,ita,Storia degli scavi di Roma e notizie intorno le collezioni romane di antichità,1912,123,468,4
6151,BV020767788,ger,Die Liparischen Inseln,1893.,242,-158,130
6153,BV020767790,ger,Die Liparischen Inseln,1894.,191,-256,146
6154,BV020767791,ger,Die Liparischen Inseln,1895.,225,-294,120
6155,BV020767792,ger,Die Liparischen Inseln,1895.,191,-105,114
6156,BV020767793,ger,Die Liparischen Inseln,1896.,357,-313,-1
6157,BV020767794,ger,Die Liparischen Inseln,1896.,191,-75,158
6196,BV020798655,ita,Documenti sul barocco in Roma,1920,-208,-272,72
6213,BV020832202,ger,Das Porträt des Königs,2005,178,-3,102
6215,BV020832263,ger,Jahresbericht,2004-2012,344,-181,181
6218,BV020832425,eng,Writing as handwork,2006,-208,22,39
6219,BV020832493,ger,Vorlesungsverzeichnis,2005-,242,-173,130
6221,BV020832890,ger,Artibus Asiae,1925-,-349,268,29
6222,BV020832944,ger,Friedrich Georg Weitsch,2005,-153,-449,49
6223,BV020833065,ger,Oszillationen des Gemeingeistes,2004,-59,-117,93
6225,BV020833377,ita,I manoscritti vaticani greci,2004,8,-49,-1
6227,BV020833574,ger,Klassiker der Kunstphilosophie,[2005],-38,-340,67
6229,BV020833950,eng,Byzantine to modern pottery in the Aegean,2005,404,-151,-1
6231,BV020834112,eng,Lorenzo de' Medici,2006,174,-68,-1
6232,BV020834134,eng,The new palaces of Medieval Venice,2004,55,-483,-1
6234,BV020834165,ita,Lucrezio e i Presocratici,2005,149,-294,107
6235,BV020834199,eng,Artibus Asiae,1937-,-289,253,-1
6236,BV020834270,eng,Tiepolo's Cleopatra,2003,110,-268,-1
6237,BV020834280,eng,German studies review,[1978]-,-131,-468,47
6243,BV020834476,ita,Architetture di terra in Sardegna,2004,-255,-132,64
6244,BV020834482,eng,Industrial archaeology review,1976-,276,-249,140
6246,BV020834527,ita,Vinicio Vianello,2004,485,343,-1
6247,BV020834624,ita,Milano,2005,-285,-105,-1
6248,BV020834897,ger,Pilgerwege im Mittelalter,2005,246,-79,189
6251,BV020835424,ger,Die antiken Skulpturen in Newby Hall sowie in anderen Sammlungen in Yorkshire,2007,-114,-249,-1
6254,BV020835934,ger,Europas Spiegel,2005,12,-83,99
6257,BV020836301,eng,The Jesuit emblem,2005,119,-245,-1
6260,BV020836424,rus,Literaturnaja gazeta,1929-,259,-196,152
